trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,shape_dist_traveled
5-R02,5:28:18,5:28:28,G00227,6,0,
5-R02,5:31:53,5:32:03,G00225,7,0,
5-R02,5:34:02,5:34:12,G00222,8,0,
5-R02,5:37:21,5:37:31,G00220,9,0,
5-R02,5:39:33,5:39:43,G00218,10,0,
5-R02,5:42:06,5:42:16,G00216,11,0,
5-R02,5:44:25,5:44:35,G00214,12,0,
5-R02,5:47:35,5:47:45,G00212,13,0,
5-R02,5:50:09,5:50:19,G00210,14,0,
5-R02,5:53:26,5:53:36,G00206,15,0,
5-R02,5:56:41,5:56:51,G00355,16,0,
5-R02,5:58:41,5:58:51,G00670,17,0,
6-R04,5:00:00,5:00:10,G00204,0,0,
6-R04,5:06:39,5:06:49,G00299,1,0,
6-R04,5:09:01,5:09:11,G00297,2,0,
6-R04,5:10:50,5:11:00,G00293,3,0,
6-R04,5:13:39,5:13:49,G00287,4,0,
6-R04,5:17:33,5:17:43,G00283,5,0,
6-R04,5:19:51,5:20:01,G00281,6,0,
6-R04,5:21:56,5:22:06,G00277,7,0,
6-R04,5:26:42,5:26:52,G00271,8,0,
6-R04,5:31:49,5:31:59,G00266,9,0,
6-R04,5:34:26,5:34:36,G00264,10,0,
6-R04,5:37:30,5:37:40,G00263,11,0,
6-R04,5:44:06,5:44:16,G00260,12,0,
6-R04,5:46:25,5:46:35,G00258,13,0,
6-R04,5:50:33,5:50:43,G00255,14,0,
6-R04,5:53:54,5:54:04,G00250,15,0,
6-R04,5:56:06,5:56:16,G00243,16,0,
6-R04,6:03:06,6:03:16,G00307,17,0,
2-R04,5:00:00,5:00:10,G00042,0,0,
2-R04,5:03:54,5:04:04,G00067,1,0,
2-R04,5:07:36,5:07:46,G00123,2,0,
2-R04,5:12:56,5:13:06,G00125,3,0,
2-R04,5:15:31,5:15:41,G00108,4,0,
2-R04,5:22:45,5:22:55,G00105,5,0,
2-R04,5:24:35,5:24:45,G00103,6,0,
2-R04,5:27:07,5:27:17,G00100,7,0,
2-R04,5:29:37,5:29:47,G00099,8,0,
2-R04,5:31:52,5:32:02,G00095,9,0,
2-R04,5:35:07,5:35:17,G00097,10,0,
2-R04,5:38:52,5:39:02,G00093,11,0,
2-R04,5:42:45,5:42:55,G00629,12,0,
2-R04,5:45:31,5:45:41,G00698,13,0,
2-R04,5:49:12,5:49:22,G00625,14,0,
2-R04,5:56:12,5:56:22,G00126,15,0,
2-R05,5:00:00,5:00:10,G00126,0,0,
2-R05,5:07:05,5:07:15,G00622,1,0,
2-R05,5:10:51,5:11:01,G00697,2,0,
2-R05,5:13:36,5:13:46,G00626,3,0,
2-R05,5:17:29,5:17:39,G00092,4,0,
2-R05,5:21:09,5:21:19,G00096,5,0,
2-R05,5:24:23,5:24:33,G00094,6,0,
2-R05,5:26:37,5:26:47,G00098,7,0,
2-R05,5:29:06,5:29:16,G00101,8,0,
2-R05,5:31:39,5:31:49,G00102,9,0,
2-R05,5:33:29,5:33:39,G00104,10,0,
2-R05,5:40:42,5:40:52,G00106,11,0,
2-R05,5:42:36,5:42:46,G00110,12,0,
2-R05,5:45:14,5:45:24,G00111,13,0,
2-R05,5:47:03,5:47:13,G00112,14,0,
2-R05,5:51:18,5:51:28,G00113,15,0,
2-R05,5:52:55,5:53:05,G00114,16,0,
2-R05,5:56:44,5:56:54,G00120,17,0,
2-R05,5:58:17,5:58:27,G00122,18,0,
2-R05,6:05:35,6:05:45,G00042,19,0,
14-R05,5:00:00,5:00:10,P00095,0,0,
14-R05,5:02:56,5:03:06,G00713,1,0,
14-R05,5:08:26,5:08:36,G00711,2,0,
14-R05,5:11:33,5:11:43,G00566,3,0,
14-R05,5:15:49,5:15:59,G00568,4,0,
14-R05,5:20:55,5:21:05,G00715,5,0,
14-R05,5:27:51,5:28:01,G00709,6,0,
14-R05,5:35:22,5:35:32,G00107,7,0,
14-R06,5:00:00,5:00:10,G00107,0,0,
14-R06,5:01:54,5:02:04,G00110,1,0,
14-R06,5:11:41,5:11:51,G00108,2,0,
14-R06,5:19:00,5:19:10,G00710,3,0,
14-R06,5:25:53,5:26:03,G00716,4,0,
14-R06,5:39:03,5:39:13,G00565,5,0,
14-R06,5:42:10,5:42:20,G00712,6,0,
14-R06,5:47:39,5:47:49,G00714,7,0,
14-R06,5:50:20,5:50:30,P00095,8,0,
1-R07,5:00:00,5:00:10,P00017,0,0,
1-R07,5:03:52,5:04:02,G00012,1,0,
1-R07,5:06:10,5:06:20,G00009,2,0,
1-R07,5:11:20,5:11:30,G00696,3,0,
1-R07,5:14:36,5:14:46,G00016,4,0,
1-R07,5:17:31,5:17:41,G00017,5,0,
1-R07,5:21:08,5:21:18,G00690,6,0,
1-R07,5:24:58,5:25:08,G00024,7,0,
1-R07,5:29:44,5:29:54,G00027,8,0,
1-R07,5:31:38,5:31:48,G00034,9,0,
1-R07,5:34:39,5:34:49,G00038,10,0,
1-R07,5:37:31,5:37:41,G00039,11,0,
1-R07,5:41:05,5:41:15,G00041,12,0,
1-R07,5:48:47,5:48:57,G00045,13,0,
1-R07,5:51:42,5:51:52,G00687,14,0,
1-R07,5:54:06,5:54:16,G00053,15,0,
1-R07,5:56:20,5:56:30,G00055,16,0,
1-R07,5:59:06,5:59:16,G00057,17,0,
1-R07,6:05:00,6:05:10,G00060,18,0,
1-R08,5:00:00,5:00:10,G00060,0,0,
1-R08,5:01:20,5:01:30,G00064,1,0,
1-R08,5:04:58,5:05:08,G00061,2,0,
1-R08,5:09:37,5:09:47,G00058,3,0,
1-R08,5:12:20,5:12:30,G00054,4,0,
1-R08,5:14:40,5:14:50,G00688,5,0,
1-R08,5:17:03,5:17:13,G00051,6,0,
1-R08,5:20:04,5:20:14,G00048,7,0,
1-R08,5:27:38,5:27:48,G00042,8,0,
1-R08,5:32:14,5:32:24,G00040,9,0,
1-R08,5:34:09,5:34:19,G00036,10,0,
1-R08,5:37:03,5:37:13,G00031,11,0,
1-R08,5:39:03,5:39:13,G00030,12,0,
1-R08,5:43:43,5:43:53,G00021,13,0,
1-R08,5:47:39,5:47:49,G00692,14,0,
1-R08,5:54:31,5:54:41,G00018,15,0,
1-R08,5:57:32,5:57:42,G00014,16,0,
1-R08,6:00:48,6:00:58,G00694,17,0,
1-R08,6:05:47,6:05:57,G00010,18,0,
1-R08,6:07:59,6:08:09,G00083,19,0,
1-R08,6:10:57,6:11:07,P00017,20,0,
3-R06,5:00:00,5:00:10,G00041,0,0,
3-R06,5:07:13,5:07:23,G00166,1,0,
3-R06,5:20:16,5:20:26,G00128,2,0,
3-R06,5:24:05,5:24:15,G00706,3,0,
3-R06,5:25:49,5:25:59,G00132,4,0,
3-R06,5:42:24,5:42:34,G00148,5,0,
3-R06,5:46:57,5:47:07,G00151,6,0,
3-R06,5:52:56,5:53:06,G00153,7,0,
3-R06,5:57:04,5:57:14,G00702,8,0,
3-R06,5:59:23,5:59:33,G00154,9,0,
3-R06,6:03:08,6:03:18,G00156,10,0,
3-R06,6:05:31,6:05:41,G00159,11,0,
3-R06,6:11:22,6:11:32,G00161,12,0,
3-R13,5:00:00,5:00:10,G00161,0,0,
3-R13,5:06:04,5:06:14,G00158,1,0,
3-R13,5:08:31,5:08:41,G00157,2,0,
3-R13,5:12:17,5:12:27,G00155,3,0,
3-R13,5:18:35,5:18:45,G00152,4,0,
3-R13,5:24:34,5:24:44,G00150,5,0,
3-R13,5:29:09,5:29:19,G00149,6,0,
3-R13,5:45:45,5:45:55,G00141,7,0,
3-R13,5:47:28,5:47:38,G00708,8,0,
3-R13,5:51:14,5:51:24,G00131,9,0,
3-R14,5:00:00,5:00:10,G00128,0,0,
3-R14,5:03:49,5:03:59,G00706,1,0,
3-R14,5:05:33,5:05:43,G00132,2,0,
3-R14,5:22:08,5:22:18,G00148,3,0,
3-R14,5:26:41,5:26:51,G00151,4,0,
3-R14,5:32:40,5:32:50,G00153,5,0,
3-R14,5:38:58,5:39:08,G00154,6,0,
3-R14,5:42:43,5:42:53,G00156,7,0,
3-R14,5:45:06,5:45:16,G00159,8,0,
3-R14,5:50:54,5:51:04,G00161,9,0,
6-R03,5:00:00,5:00:10,G00304,0,0,
6-R03,5:07:31,5:07:41,G00245,1,0,
6-R03,5:09:42,5:09:52,G00247,2,0,
6-R03,5:13:01,5:13:11,G00253,3,0,
6-R03,5:17:13,5:17:23,G00259,4,0,
6-R03,5:19:31,5:19:41,G00261,5,0,
6-R03,5:26:03,5:26:13,G00262,6,0,
6-R03,5:29:10,5:29:20,G00265,7,0,
6-R03,5:31:47,5:31:57,G00269,8,0,
6-R03,5:36:57,5:37:07,G00273,9,0,
6-R03,5:41:45,5:41:55,G00275,10,0,
6-R03,5:43:48,5:43:58,G00279,11,0,
6-R03,5:46:03,5:46:13,G00285,12,0,
6-R03,5:49:55,5:50:05,G00289,13,0,
6-R03,5:52:45,5:52:55,G00291,14,0,
6-R03,5:54:35,5:54:45,G00295,15,0,
6-R03,5:56:55,5:57:05,G00301,16,0,
6-R03,6:01:42,6:01:52,G00303,17,0,
6-R03,6:12:05,6:12:15,G00205,18,0,
8-R04,5:00:00,5:00:10,G00115,0,0,
8-R04,5:04:28,5:04:38,G00118,1,0,
8-R04,5:06:05,5:06:15,G00122,2,0,
8-R04,5:12:24,5:12:34,G00166,3,0,
8-R04,5:16:08,5:16:18,G00400,4,0,
8-R04,5:22:08,5:22:18,G00398,5,0,
8-R04,5:27:56,5:28:06,G00403,6,0,
8-R04,5:34:15,5:34:25,G00135,7,0,
8-R04,5:44:48,5:44:58,G00396,8,0,
8-R04,5:50:23,5:50:33,G00394,9,0,
8-R04,5:56:15,5:56:25,G00392,10,0,
8-R04,6:01:05,6:01:15,G00390,11,0,
8-R04,6:07:02,6:07:12,G00388,12,0,
8-R04,6:11:15,6:11:25,G00386,13,0,
8-R04,6:15:22,6:15:32,G00384,14,0,
8-R04,6:18:48,6:18:58,G00382,15,0,
8-R04,6:27:59,6:28:09,G00380,16,0,
8-R04,6:31:02,6:31:12,G00378,17,0,
8-R04,6:38:38,6:38:48,G00372,18,0,
8-R04,6:41:00,6:41:10,G00370,19,0,
8-R04,6:46:43,6:46:53,G00368,20,0,
8-R04,6:57:18,6:57:28,G00366,21,0,
8-R04,7:00:58,7:01:08,G00359,22,0,
8-R07,5:00:00,5:00:10,G00359,0,0,
8-R07,5:05:29,5:05:39,G00360,1,0,
8-R07,5:11:57,5:12:07,G00363,2,0,
8-R07,5:22:33,5:22:43,G00367,3,0,
8-R07,5:28:14,5:28:24,G00369,4,0,
8-R07,5:30:36,5:30:46,G00371,5,0,
8-R07,5:38:17,5:38:27,G00375,6,0,
8-R07,5:41:20,5:41:30,G00379,7,0,
8-R07,5:50:23,5:50:33,G00381,8,0,
8-R07,5:53:50,5:54:00,G00383,9,0,
8-R07,5:57:58,5:58:08,G00385,10,0,
8-R07,6:02:12,6:02:22,G00387,11,0,
8-R07,6:08:10,6:08:20,G00389,12,0,
8-R07,6:13:00,6:13:10,G00391,13,0,
8-R07,6:18:53,6:19:03,G00393,14,0,
8-R07,6:24:29,6:24:39,G00395,15,0,
8-R07,6:41:24,6:41:34,G00138,16,0,
8-R07,6:49:35,6:49:45,G00405,17,0,
8-R07,6:54:37,6:54:47,G00397,18,0,
8-R07,7:00:38,7:00:48,G00399,19,0,
8-R07,7:04:21,7:04:31,G00163,20,0,
8-R07,7:10:48,7:10:58,G00121,21,0,
8-R07,7:12:21,7:12:31,G00117,22,0,
8-R07,7:14:46,7:14:56,G00115,23,0,
7-R01,5:00:00,5:00:10,G00311,0,0,
7-R01,5:05:17,5:05:27,G00312,1,0,
7-R01,5:10:07,5:10:17,G00315,2,0,
7-R01,5:13:21,5:13:31,G00317,3,0,
7-R01,5:18:05,5:18:15,G00319,4,0,
7-R01,5:32:16,5:32:26,G00321,5,0,
7-R01,5:35:51,5:36:01,G00322,6,0,
7-R01,5:39:03,5:39:13,G00329,7,0,
7-R01,5:43:24,5:43:34,G00720,8,0,
7-R01,5:46:00,5:46:10,G00337,9,0,
7-R01,5:47:20,5:47:30,G00345,10,0,
7-R01,5:49:46,5:49:56,G00349,11,0,
7-R01,5:54:15,5:54:25,G00350,12,0,
7-R01,5:57:24,5:57:34,G00353,13,0,
7-R01,6:00:20,6:00:30,G00673,14,0,
7-R02,5:00:00,5:00:10,G00672,0,0,
7-R02,5:02:55,5:03:05,G00352,1,0,
7-R02,5:06:03,5:06:13,G00351,2,0,
7-R02,5:10:35,5:10:45,G00348,3,0,
7-R02,5:12:34,5:12:44,G00347,4,0,
7-R02,5:13:45,5:13:55,G00339,5,0,
7-R02,5:16:42,5:16:52,G00717,6,0,
7-R02,5:21:13,5:21:23,G00336,7,0,
7-R02,5:24:26,5:24:36,G00327,8,0,
7-R02,5:27:56,5:28:06,G00320,9,0,
7-R02,5:42:10,5:42:20,G00318,10,0,
7-R02,5:46:54,5:47:04,G00316,11,0,
7-R02,5:49:44,5:49:54,G00314,12,0,
7-R02,5:54:18,5:54:28,G00313,13,0,
7-R02,6:08:32,6:08:42,G00311,14,0,
10-R01,5:00:00,5:00:10,G00511,0,0,
10-R01,5:05:26,5:05:36,G00509,1,0,
10-R01,5:08:17,5:08:27,G00503,2,0,
10-R01,5:10:45,5:10:55,G00500,3,0,
10-R01,5:15:51,5:16:01,G00497,4,0,
10-R01,5:23:38,5:23:48,G00494,5,0,
10-R01,5:34:47,5:34:57,G00489,6,0,
10-R01,5:37:17,5:37:27,G00485,7,0,
10-R01,5:41:58,5:42:08,G00479,8,0,
10-R01,5:43:34,5:43:44,G00477,9,0,
10-R01,5:49:07,5:49:17,G00473,10,0,
10-R01,5:52:02,5:52:12,G00469,11,0,
10-R01,5:54:40,5:54:50,G00465,12,0,
10-R01,5:58:59,5:59:09,G00460,13,0,
10-R01,6:04:17,6:04:27,G00459,14,0,
10-R01,6:06:49,6:06:59,G00456,15,0,
10-R01,6:12:58,6:13:08,G00455,16,0,
10-R01,6:17:03,6:17:13,G00453,17,0,
10-R01,6:20:27,6:20:37,G00451,18,0,
10-R01,6:23:49,6:23:59,G00719,19,0,
10-R01,6:28:06,6:28:16,G00335,20,0,
10-R01,6:31:38,6:31:48,G00328,21,0,
10-R02,5:00:00,5:00:10,G00328,0,0,
10-R02,5:05:09,5:05:19,G00329,1,0,
10-R02,5:09:37,5:09:47,G00721,2,0,
10-R02,5:12:53,5:13:03,G00448,3,0,
10-R02,5:16:08,5:16:18,G00452,4,0,
10-R02,5:20:12,5:20:22,G00454,5,0,
10-R02,5:26:24,5:26:34,G00457,6,0,
10-R02,5:29:00,5:29:10,G00458,7,0,
10-R02,5:34:15,5:34:25,G00461,8,0,
10-R02,5:38:35,5:38:45,G00463,9,0,
10-R02,5:41:13,5:41:23,G00467,10,0,
10-R02,5:44:08,5:44:18,G00471,11,0,
10-R02,5:49:42,5:49:52,G00475,12,0,
10-R02,5:51:18,5:51:28,G00481,13,0,
10-R02,5:55:59,5:56:09,G00483,14,0,
10-R02,5:58:30,5:58:40,G00487,15,0,
10-R02,6:09:37,6:09:47,G00492,16,0,
10-R02,6:17:25,6:17:35,G00496,17,0,
10-R02,6:22:33,6:22:43,G00499,18,0,
10-R02,6:25:07,6:25:17,G00505,19,0,
10-R02,6:27:40,6:27:50,G00507,20,0,
10-R02,6:35:09,6:35:19,G00511,21,0,
9-R01,5:00:00,5:00:10,G00402,0,0,
9-R01,5:02:53,5:03:03,G00001,1,0,
9-R01,5:28:20,5:28:30,G00722,2,0,
9-R01,5:30:45,5:30:55,G00338,3,0,
9-R01,5:32:04,5:32:14,G00344,4,0,
9-R01,5:36:23,5:36:33,G00408,5,0,
9-R01,5:39:18,5:39:28,G00412,6,0,
9-R01,5:42:31,5:42:41,G00415,7,0,
9-R01,5:46:56,5:47:06,G00417,8,0,
9-R01,5:54:31,5:54:41,G00419,9,0,
9-R01,5:56:06,5:56:16,G00421,10,0,
9-R01,6:03:45,6:03:55,G00665,11,0,
9-R01,6:12:14,6:12:24,G00077,12,0,
9-R01,6:20:02,6:20:12,G00726,13,0,
9-R01,6:26:41,6:26:51,G00433,14,0,
9-R01,6:29:36,6:29:46,G00436,15,0,
9-R01,6:35:06,6:35:16,G00403,16,0,
9-R01,6:43:57,6:44:07,G00439,17,0,
9-R01,6:49:31,6:49:41,G00441,18,0,
9-R01,6:54:15,6:54:25,G00444,19,0,
9-R01,6:59:29,6:59:39,G00445,20,0,
9-R01,7:03:19,7:03:29,G00074,21,0,
9-R01,7:15:47,7:15:57,G00677,22,0,
9-R02,5:00:00,5:00:10,G00677,0,0,
9-R02,5:08:05,5:08:15,G00075,1,0,
9-R02,5:11:53,5:12:03,G00446,2,0,
9-R02,5:17:11,5:17:21,G00443,3,0,
9-R02,5:21:52,5:22:02,G00442,4,0,
9-R02,5:27:02,5:27:12,G00440,5,0,
9-R02,5:36:13,5:36:23,G00405,6,0,
9-R02,5:41:56,5:42:06,G00437,7,0,
9-R02,5:44:27,5:44:37,G00434,8,0,
9-R02,5:51:08,5:51:18,G00724,9,0,
9-R02,5:59:07,5:59:17,G00080,10,0,
9-R02,6:06:57,6:07:07,G00667,11,0,
9-R02,6:14:53,6:15:03,G00423,12,0,
9-R02,6:16:53,6:17:03,G00420,13,0,
9-R02,6:23:58,6:24:08,G00418,14,0,
9-R02,6:28:19,6:28:29,G00416,15,0,
9-R02,6:31:35,6:31:45,G00414,16,0,
9-R02,6:34:30,6:34:40,G00410,17,0,
9-R02,6:38:57,6:39:07,G00347,18,0,
9-R02,6:40:08,6:40:18,G00339,19,0,
9-R02,6:43:05,6:43:15,G00717,20,0,
9-R02,7:05:18,7:05:28,G00002,21,0,
9-R02,7:08:52,7:09:02,G00402,22,0,
12-R04,5:00:00,5:00:10,G00677,0,0,
12-R04,5:11:35,5:11:45,G00072,1,0,
12-R04,5:15:26,5:15:36,G00068,2,0,
12-R04,5:18:03,5:18:13,G00070,3,0,
12-R04,5:25:44,5:25:54,G00064,4,0,
12-R04,5:29:20,5:29:30,G00061,5,0,
12-R04,5:32:50,5:33:00,G00579,6,0,
12-R04,5:37:11,5:37:21,G00575,7,0,
12-R04,5:41:35,5:41:45,G00238,8,0,
12-R04,5:46:57,5:47:07,G00236,9,0,
12-R04,6:04:00,6:04:10,G00567,10,0,
12-R04,6:08:07,6:08:17,G00565,11,0,
12-R04,6:11:14,6:11:24,G00712,12,0,
12-R04,6:13:14,6:13:24,G00564,13,0,
12-R04,6:19:25,6:19:35,G00560,14,0,
12-R04,6:35:03,6:35:13,G00559,15,0,
12-R04,6:38:47,6:38:57,G00492,16,0,
12-R04,6:46:40,6:46:50,G00496,17,0,
12-R04,6:51:48,6:51:58,G00499,18,0,
12-R04,6:54:22,6:54:32,G00505,19,0,
12-R04,6:56:54,6:57:04,G00507,20,0,
12-R04,7:04:23,7:04:33,G00511,21,0,
4-R10,5:00:00,5:00:10,G00168,0,0,
4-R10,5:03:03,5:03:13,G00171,1,0,
4-R10,5:06:14,5:06:24,G00174,2,0,
4-R10,5:09:32,5:09:42,G00176,3,0,
4-R10,5:13:31,5:13:41,G00178,4,0,
4-R10,5:15:22,5:15:32,G00183,5,0,
4-R10,5:17:52,5:18:02,G00184,6,0,
4-R10,5:19:47,5:19:57,G00187,7,0,
4-R10,5:23:11,5:23:21,G00189,8,0,
4-R10,5:26:07,5:26:17,G00190,9,0,
4-R10,5:28:20,5:28:30,G00193,10,0,
4-R10,5:30:33,5:30:43,G00195,11,0,
4-R10,5:34:43,5:34:53,G00197,12,0,
4-R10,5:41:38,5:41:48,G00005,13,0,
4-R10,5:45:13,5:45:23,G00699,14,0,
4-R10,5:49:53,5:50:03,B07308P,15,0,
4-R10,5:55:39,5:55:49,G00202,16,0,
4-R11,5:00:00,5:00:10,G00203,0,0,
4-R11,5:06:30,5:06:40,B07307P,1,0,
4-R11,5:10:04,5:10:14,G00700,2,0,
4-R11,5:13:37,5:13:47,G00004,3,0,
4-R11,5:20:37,5:20:47,G00196,4,0,
4-R11,5:24:48,5:24:58,G00194,5,0,
4-R11,5:27:04,5:27:14,G00192,6,0,
4-R11,5:29:18,5:29:28,G00191,7,0,
4-R11,5:32:15,5:32:25,G00188,8,0,
4-R11,5:35:40,5:35:50,G00186,9,0,
4-R11,5:37:32,5:37:42,G00185,10,0,
4-R11,5:40:04,5:40:14,G00182,11,0,
4-R11,5:41:58,5:42:08,G00181,12,0,
4-R11,5:45:55,5:46:05,G00177,13,0,
4-R11,5:49:09,5:49:19,G00175,14,0,
4-R11,5:52:13,5:52:23,G00172,15,0,
4-R11,5:57:11,5:57:21,G00170,16,0,
4-R12,5:00:00,5:00:10,G00168,0,0,
4-R12,5:07:22,5:07:32,G00623,1,0,
4-R12,5:20:47,5:20:57,G00183,2,0,
4-R12,5:23:19,5:23:29,G00184,3,0,
4-R12,5:25:11,5:25:21,G00187,4,0,
4-R12,5:28:36,5:28:46,G00189,5,0,
4-R12,5:31:32,5:31:42,G00190,6,0,
4-R12,5:33:45,5:33:55,G00193,7,0,
4-R12,5:35:58,5:36:08,G00195,8,0,
4-R12,5:40:08,5:40:18,G00197,9,0,
4-R12,5:47:04,5:47:14,G00005,10,0,
4-R12,5:50:39,5:50:49,G00699,11,0,
4-R12,5:55:19,5:55:29,B07308P,12,0,
4-R12,6:01:04,6:01:14,G00202,13,0,
4-R13,5:00:00,5:00:10,G00203,0,0,
4-R13,5:06:26,5:06:36,B07307P,1,0,
4-R13,5:10:00,5:10:10,G00700,2,0,
4-R13,5:13:33,5:13:43,G00004,3,0,
4-R13,5:20:31,5:20:41,G00196,4,0,
4-R13,5:24:42,5:24:52,G00194,5,0,
4-R13,5:26:57,5:27:07,G00192,6,0,
4-R13,5:29:11,5:29:21,G00191,7,0,
4-R13,5:32:08,5:32:18,G00188,8,0,
4-R13,5:35:32,5:35:42,G00186,9,0,
4-R13,5:37:24,5:37:34,G00185,10,0,
4-R13,5:39:55,5:40:05,G00182,11,0,
4-R13,5:53:18,5:53:28,G00625,12,0,
4-R13,5:59:51,6:00:01,G00170,13,0,
4-R10C,5:00:00,5:00:10,G00168,0,0,
4-R10C,5:03:03,5:03:13,G00171,1,0,
